hour,day_of_week,day,temperature,rain,fog,activity_index,visibility,lighting_level,safety_risk
1,0,14,2.1034999977510735,0,1,0.2433491815010314,0,1.0,0.8392606975131962
2,0,14,1.8379301175013274,0,1,0.2350486083627635,0,1.0,0.8336578106448655
3,0,14,5.5453399598281115,0,0,0.44477894342375923,0,1.0,0.9752257868110374
4,0,14,1.0107055590493728,1,0,0.2,0,1.0,0.8100000000000002
5,0,14,2.0236457898841103,1,0,0.27032429000652264,0,1.0,0.7939526812540767
6,0,14,3.808043316329738,1,0,0.224421361817648,0,1.0,0.7652633511360298
7,0,14,10.1500591993538,0,0,0.26522468133257315,1,1.0,0.5308735747329153
8,0,14,11.100098863494692,0,0,0.7662570141328947,1,1.0,0.7331285070664473
9,0,14,13.415654954440718,0,0,0.9305422688219449,1,1.0,0.8152711344109724
10,0,14,12.678696328297972,0,0,0.5408128713331593,2,1.0,0.47040643566657964
11,0,14,14.203339807687051,0,0,0.8239452572075293,2,1.0,0.6119726286037647
12,0,14,14.670459966685835,0,0,1.0,2,1.0,0.7
13,0,14,14.860158126767095,0,0,0.7405096323936637,2,1.0,0.5702548161968319
14,0,14,14.457931635769457,0,0,0.8096813764895439,2,1.0,0.6048406882447719
15,0,14,11.66816293025535,0,0,0.5665781603562661,2,1.0,0.48328908017813305
16,0,14,10.016050164238314,0,0,0.6316893938110443,2,1.0,0.5158446969055221
17,0,14,11.380755427487571,0,0,0.657860116781105,2,1.0,0.5289300583905525
18,0,14,8.882478346953526,0,0,0.5488881669090582,1,1.0,0.6244440834545291
19,0,14,6.248763527802256,0,0,0.583964373711993,1,1.0,0.7061804055415962
20,0,14,7.101316310496459,0,0,0.36668386371002076,1,1.0,0.6133432216332618
21,0,14,4.42319828214751,0,0,0.4202339857334853,1,1.0,0.5601169928667427
22,0,14,1.4539268156952323,1,0,0.30232573021156256,0,1.0,0.8139535813822265
23,0,14,1.0,1,0,0.2,0,1.0,0.7500000000000001
0,1,15,4.350581372684394,1,0,0.2,0,1.0,0.8100000000000002
1,1,15,2.7997373202751046,1,0,0.2,0,1.0,0.8100000000000002
2,1,15,2.4610092653333373,1,0,0.2,0,1.0,0.8100000000000002
3,1,15,2.6411065880555595,1,0,0.2,0,1.0,0.8100000000000002
4,1,15,5.543746484911342,1,0,0.2,0,1.0,0.8100000000000002
5,1,15,8.902870134870023,0,1,0.3459634272354825,0,1.0,0.8412271420221764
6,1,15,7.703833088513881,0,1,0.31118368822021397,0,1.0,0.8194898051376337
7,1,15,10.51102208574901,0,1,0.33189293160114103,0,1.0,0.7325411123806276
8,1,15,12.994812097676377,0,1,0.4717802698008742,0,1.0,0.735890134900437
9,1,15,11.514014074636309,0,1,0.6112508865953259,0,1.0,0.8056254432976628
10,1,15,11.897043184369295,0,1,0.5848851401143984,0,1.0,0.7924425700571991
11,1,15,13.610760439212477,0,1,0.300608287672346,0,1.0,0.650304143836173
12,1,15,11.920822240519762,1,0,0.37896758443732087,1,1.0,0.5394837922186604
13,1,15,14.941099677229214,1,0,0.2800447415507146,1,1.0,0.4900223707753573
14,1,15,13.216158587693975,1,0,0.42020468601156125,1,1.0,0.5601023430057805
15,1,15,11.33836572951822,1,0,0.33914524112233035,1,1.0,0.5195726205611653
16,1,15,12.47849863059507,1,0,0.3824938509718197,1,1.0,0.5412469254859098
17,1,15,6.426612887355235,1,0,0.34466485070497965,1,1.0,0.5223324253524899
18,1,15,9.1720425021629,0,0,0.5905001606062913,2,1.0,0.49525008030314566
19,1,15,9.266962972006311,0,0,0.817261664427023,1,1.0,0.8344939154348628
20,1,15,8.259490390457364,0,0,0.7413206539334719,1,1.0,0.8287593760117463
21,1,15,6.600089506304679,0,0,0.5172734858848045,1,1.0,0.6086367429424022
22,1,15,3.6118304187715475,0,0,0.4307741076542364,0,1.0,0.8942338172838976
23,1,15,3.964935488308872,0,1,0.2,0,1.0,0.7500000000000001
0,2,16,1.2164869546764518,0,1,0.2713894125611048,0,1.0,0.8581878534787459
1,2,16,2.7146697579277093,0,1,0.24395329892891016,0,1.0,0.8396684767770144
2,2,16,3.4416990626219732,0,1,0.2853541945104765,0,1.0,0.8676140812945717
3,2,16,2.5710622952478563,0,1,0.3038528439249938,0,1.0,0.880100669649371
4,2,16,5.4122504551771256,0,1,0.3629871447538319,0,1.0,0.9200163227088366
5,2,16,6.129292105863652,0,1,0.3671809064249545,0,1.0,0.8544880665155965
6,2,16,8.657466181621103,0,1,0.25355587801234686,0,1.0,0.7834724237577168
7,2,16,11.103827058615497,0,1,0.23006427685635536,0,1.0,0.6765353522709954
8,2,16,10.069948831394525,0,1,0.3836647064156047,0,1.0,0.6918323532078023
9,2,16,12.216767562881138,0,1,0.6867524497775247,0,1.0,0.8433762248887624
10,2,16,11.829154887807542,0,1,0.7483075452597258,0,1.0,0.8741537726298629
11,2,16,12.306274824234727,0,1,0.4893515739369536,0,1.0,0.7446757869684768
12,2,16,14.473531655825226,0,1,0.3227967908446724,0,1.0,0.6613983954223361
13,2,16,14.734650394646188,0,0,0.6013491487687438,2,1.0,0.5006745743843719
14,2,16,14.616840876690603,0,0,0.800425786708719,2,1.0,0.6002128933543596
15,2,16,13.019100553861588,0,0,0.5379035378800135,2,1.0,0.4689517689400068
16,2,16,14.939062892247541,0,0,0.7171080998721872,2,1.0,0.5585540499360936
17,2,16,11.562515581918008,0,0,0.7126308465901254,2,1.0,0.5563154232950627
18,2,16,9.274612251338567,0,0,0.7020335309731491,1,1.0,0.7010167654865747
19,2,16,8.63540339945025,0,0,0.8626373979891087,2,1.0,0.6944505688940098
20,2,16,3.5385580529484275,1,0,0.3080734131214222,0,1.0,0.7521422125448177
21,2,16,2.9124926794030417,1,0,0.23398509156836145,0,1.0,0.6169925457841807
22,2,16,2.598936586666375,1,0,0.33137063795349325,0,1.0,0.8321066487209333
23,2,16,4.936290511644048,0,0,0.49012485465596767,0,1.0,0.9313280341599797
0,3,17,6.09799351758002,0,0,0.3247628554666579,0,1.0,0.894214927439994
1,3,17,6.257121466811458,0,0,0.4686932598009591,0,1.0,0.9913679503656474
2,3,17,7.1572905453322715,0,0,0.4453587545045398,0,1.0,0.9756171592905645
3,3,17,2.5732918688000184,1,0,0.2,0,1.0,0.8100000000000002
4,3,17,5.908976528821428,1,0,0.2,0,1.0,0.8100000000000002
5,3,17,9.787931673240127,1,0,0.2263780625439544,0,1.0,0.7664862890899715
6,3,17,9.46732789477048,1,0,0.21258727793619425,0,1.0,0.7578670487101213
7,3,17,10.534024018273827,1,0,0.32230089063315387,0,1.0,0.7272654898482346
8,3,17,12.868892050312695,1,0,0.2742140298258735,0,1.0,0.6371070149129368
9,3,17,17.182385506853368,0,0,0.8160265136674824,1,1.0,0.7580132568337412
10,3,17,20.90352789635242,0,0,0.8024931354737626,2,1.0,0.6012465677368812
11,3,17,19.543624534359534,0,0,0.8086321670131494,2,1.0,0.6043160835065747
12,3,17,18.50057707370978,0,0,0.7067713753039709,2,1.0,0.5533856876519855
13,3,17,17.46850918232453,0,0,0.6867548779550536,2,1.0,0.5433774389775268
14,3,17,16.21820076763961,0,0,0.8517961097040337,2,1.0,0.6258980548520169
15,3,17,17.074598988177055,0,0,0.6417857715122676,2,1.0,0.5208928857561338
16,3,17,14.872143919906245,0,0,0.824564897036606,2,1.0,0.6122824485183029
17,3,17,12.759155226208,0,0,0.522824583413585,2,1.0,0.4614122917067925
18,3,17,11.98192178094802,0,0,0.6887061646645771,2,1.0,0.5443530823322886
19,3,17,9.994032390961028,0,0,0.4956383486874009,1,1.0,0.6576010917780706
20,3,17,9.27193483600928,1,0,0.2608386511302445,0,1.0,0.7249822243998906
21,3,17,6.525294493845677,1,0,0.22742275488218408,0,1.0,0.613711377441092
22,3,17,4.691784729202938,0,1,0.28172525384546343,0,1.0,0.8010782836534147
23,3,17,6.983626989828826,0,1,0.3134553550833882,0,1.0,0.8209095969271176
0,4,18,2.4310702775357536,0,1,0.3320615963433586,0,1.0,0.8991415775317672
1,4,18,2.4984508781609014,0,1,0.25933510019166767,0,1.0,0.8500511926293757
2,4,18,4.554252540179491,0,1,0.27048391551338535,0,1.0,0.8575766429715351
3,4,18,5.438178992070517,0,1,0.2534947432450016,0,1.0,0.846108951690376
4,4,18,3.5074865884995217,0,1,0.3096989663559506,0,1.0,0.8840468022902668
5,4,18,3.9661375977975357,1,0,0.24160108539350347,0,1.0,0.7760006783709397
6,4,18,4.945107030665711,1,0,0.20586009767516067,0,1.0,0.7536625610469755
7,4,18,7.503974181935012,1,0,0.21523178249302352,0,1.0,0.668377480371163
8,4,18,9.598417741823766,1,0,0.367265757309275,1,1.0,0.5336328786546376
9,4,18,12.707014778731187,1,0,0.43074488177681913,1,1.0,0.5653724408884095
10,4,18,10.860112371244062,1,0,0.28854847570045106,1,1.0,0.49427423785022556
11,4,18,12.666486164269863,1,0,0.3510656072729643,1,1.0,0.5255328036364821
12,4,18,13.496286141654629,1,0,0.41078985870037804,1,1.0,0.555394929350189
13,4,18,15.492381422927293,0,0,0.45074895228693274,2,1.0,0.42537447614346635
14,4,18,14.78771034742534,0,0,0.5393959703064762,2,1.0,0.46969798515323813
15,4,18,13.562601766397046,0,0,0.6981832885715697,2,1.0,0.5490916442857849
16,4,18,13.232473476902406,0,0,0.810894281068625,2,1.0,0.6054471405343125
17,4,18,10.905916003161668,0,0,1.0,2,1.0,0.7
18,4,18,10.454408674737417,0,0,0.9001714580163597,2,1.0,0.6500857290081798
19,4,18,8.580799468893318,0,0,0.6319982595787214,2,1.0,0.5675990427682968
20,4,18,6.945003802091169,0,0,0.5392035277125852,1,1.0,0.7125420284347364
21,4,18,3.7478257445951924,0,1,0.39449936894217136,0,1.0,0.6972496844710856
22,4,18,1.9264410193420893,0,1,0.2800677862073926,0,1.0,0.8000423663796203
23,4,18,3.655464899616617,0,1,0.26302046088417064,0,1.0,0.7893877880526067
0,5,19,1.480291550296298,0,1,0.242070790195593,0,1.0,0.8383977833820253
1,5,19,1.0,0,1,0.2341405660521896,0,1.0,0.833044882085228
2,5,19,4.07857248005201,0,0,0.4106679153723552,0,1.0,0.9522008428763399
3,5,19,5.684139033581921,0,0,0.3544145920957349,0,1.0,0.9142298496646211
4,5,19,4.505987316208045,0,0,0.38108183390304834,0,1.0,0.9322302378845577
5,5,19,8.165838519094228,0,0,0.6735391449153609,0,1.0,1.0459619655721006
6,5,19,8.51276883838357,0,0,0.5003639759686099,1,1.0,0.7502274849803812
7,5,19,11.298905536537701,0,0,0.6643429782392828,1,1.0,0.7503886380316055
8,5,19,11.4121334407869,0,0,0.6273418404573244,1,1.0,0.6636709202286621
9,5,19,11.613151183784181,0,0,0.6640281026723185,2,1.0,0.5320140513361593
10,5,19,8.179585245755103,1,0,0.2655326662214096,1,1.0,0.48276633311070477
11,5,19,10.161786583735278,1,0,0.36352427783137425,1,1.0,0.5317621389156871
12,5,19,10.784420913940327,1,0,0.34802603135994886,1,1.0,0.5240130156799745
13,5,19,11.254770945878628,1,0,0.3702486431804628,1,1.0,0.5351243215902315
14,5,19,12.427648871675176,1,0,0.4000211066121384,1,1.0,0.5500105533060693
15,5,19,8.333208541317536,1,0,0.325553990135827,1,1.0,0.5127769950679135
16,5,19,10.087310346173558,1,0,0.2691730423566351,1,1.0,0.4845865211783175
17,5,19,9.517290668182087,0,0,0.41108383291238787,2,1.0,0.405541916456194
18,5,19,8.523556489527257,0,0,0.8762613227736774,2,1.0,0.6381306613868387
19,5,19,7.669876998030706,0,0,0.8093620393743738,1,1.0,0.8301491216559057
20,5,19,3.2375510534559204,1,0,0.2,0,1.0,0.6900000000000001
21,5,19,1.0,1,0,0.26222553069374466,0,1.0,0.6311127653468723
22,5,19,1.424184771341369,1,0,0.33391575354305136,0,1.0,0.833697345964407
23,5,19,1.0,1,0,0.27164495394919136,0,1.0,0.7947780962182447
0,6,20,7.161464143816975,1,0,0.2,0,1.0,0.8100000000000002
1,6,20,5.231723937969674,1,0,0.20756904255696584,0,1.0,0.815109103725952
2,6,20,7.924327366072898,1,0,0.2398479042002292,0,1.0,0.8368973353351546
3,6,20,7.37759644242049,1,0,0.2,0,1.0,0.8100000000000002
4,6,20,5.126219304340466,1,0,0.22528017586565263,0,1.0,0.8270641187093156
5,6,20,8.114470677386965,1,0,0.21920361507882616,0,1.0,0.7620022594242664
6,6,20,15.508369665023647,0,0,0.6063669755688381,0,1.0,1.0039793597305238
7,6,20,16.28116642241524,0,0,0.4009210649605833,1,1.0,0.6055065857283208
8,6,20,18.302443411214416,0,0,0.35970007475260624,1,1.0,0.5298500373763031
9,6,20,18.56995303824657,0,0,0.5981753689383894,1,1.0,0.6490876844691946
10,6,20,20.21403974802264,0,0,0.38800031417218,2,1.0,0.39400015708609004
11,6,20,20.571175260185438,0,0,0.29148406694890644,2,1.0,0.3457420334744532
12,6,20,22.099079599502915,0,0,0.9563344209234713,2,1.0,0.6781672104617357
13,6,20,20.98127333887873,0,0,0.5772592624268365,2,1.0,0.48862963121341824
14,6,20,20.465052622624942,0,0,0.5132062111977734,2,1.0,0.4566031055988867
15,6,20,18.762061258839925,0,0,0.5358088895982205,2,1.0,0.46790444479911025
16,6,20,17.443691313770614,0,0,0.528567307546532,2,1.0,0.464283653773266
17,6,20,16.051653620638614,0,0,0.6438308468365963,2,1.0,0.5219154234182981
18,6,20,15.325749680221405,0,0,0.5349413123064476,2,1.0,0.4674706561532238
19,6,20,8.249107422514195,1,0,0.407519100886887,0,1.0,0.774135505487788
20,6,20,8.646372434562007,1,0,0.42054557818947813,0,1.0,0.8168137074589499
21,6,20,10.861671266467816,0,1,0.35210053380892337,0,1.0,0.6760502669044617
22,6,20,8.945486871236936,0,1,0.4330191324119719,0,1.0,0.8956369577574824
23,6,20,6.631289819245145,0,1,0.3409569185156858,0,1.0,0.8380980740723037
0,0,21,4.841104527611227,0,1,0.2628578613626178,0,1.0,0.8524290564197671
1,0,21,1.9901203084542414,1,0,0.2467883081810485,0,1.0,0.8415821080222078
2,0,21,1.0,1,0,0.24951498361958221,0,1.0,0.843422613943218
3,0,21,1.3456258581528484,1,0,0.31379300375205715,0,1.0,0.8868102775326387
4,0,21,2.2882023100123305,1,0,0.2,0,1.0,0.8100000000000002
5,0,21,5.37374537362971,1,0,0.20485132548812712,0,1.0,0.7530320784300795
6,0,21,7.5251912928791755,1,0,0.37965307522196656,0,1.0,0.8622831720137292
7,0,21,13.445649277250308,0,1,0.29430710420677075,0,1.0,0.7118689073137239
8,0,21,13.757163131039782,0,1,0.7475035234127918,0,1.0,0.8737517617063959
9,0,21,13.190534927110821,0,1,0.5850994158384146,0,1.0,0.7925497079192072
10,0,21,15.1164329584039,0,1,0.5901268439419658,0,1.0,0.7950634219709829
11,0,21,14.038921065557176,0,1,0.39003150622286664,0,1.0,0.6950157531114334
12,0,21,12.99990670644895,1,0,0.3456677854384869,1,1.0,0.5228338927192435
13,0,21,18.114867550648306,0,0,1.0,2,1.0,0.7
14,0,21,15.266013575953721,0,0,0.6750390661343462,2,1.0,0.5375195330671731
15,0,21,16.934842129353143,0,0,0.6094763730917229,2,1.0,0.5047381865458614
16,0,21,14.886943806521343,0,0,0.7499510805459413,2,1.0,0.5749755402729706
17,0,21,12.686073755741253,0,0,0.7103550555448694,2,1.0,0.5551775277724347
18,0,21,12.181229265133213,0,0,0.7063100960790093,2,1.0,0.5531550480395047
19,0,21,12.266225986216199,0,0,0.5178613860479631,1,1.0,0.6698237623263797
20,0,21,8.730313654085425,0,0,0.6397077805958052,1,1.0,0.7703319738425879
21,0,21,7.5540272982079815,0,0,0.46159799992904926,1,1.0,0.5807989999645247
22,0,21,5.892934076780054,0,0,0.30788999364018493,0,1.0,0.8174312460251156
23,0,21,4.903048071827726,0,0,0.5490341054624811,0,1.0,0.9681463159140508
0,1,22,4.69197030758606,1,0,0.2,0,1.0,0.8100000000000002
1,1,22,2.6257160244189626,1,0,0.2,0,1.0,0.8100000000000002
2,1,22,2.9933007854924947,1,0,0.24501480925086588,0,1.0,0.8403849962443344
3,1,22,4.905140492278017,1,0,0.2,0,1.0,0.8100000000000002
4,1,22,7.447788569795507,1,0,0.2549454864142922,0,1.0,0.8470882033296473
5,1,22,7.922364776555223,1,0,0.250477822165873,0,1.0,0.7815486388536707
6,1,22,8.87468162906821,1,0,0.2069157538409804,0,1.0,0.7543223461506127
7,1,22,9.936918244180443,1,0,0.5678721817917626,0,1.0,0.8623296999854694
8,1,22,10.906262708358659,1,0,0.38122015653442953,0,1.0,0.6906100782672148
9,1,22,15.398933380712826,0,0,0.7125491164905107,2,1.0,0.5562745582452553
10,1,22,16.88691557200637,0,0,0.6701547971343237,2,1.0,0.5350773985671619
11,1,22,18.307911860155112,0,0,1.0,2,1.0,0.7
12,1,22,18.8920450260212,0,0,0.6766948096058508,2,1.0,0.5383474048029254
13,1,22,17.008446042932633,0,0,0.9396980082134022,2,1.0,0.6698490041067011
14,1,22,18.20081475218814,0,0,0.6985783267343726,2,1.0,0.5492891633671864
15,1,22,17.733334955300084,0,0,0.8877588789450852,2,1.0,0.6438794394725427
16,1,22,15.548491312599548,0,0,0.5226914050336082,2,1.0,0.4613457025168041
17,1,22,15.56476649254904,0,0,0.595940240558042,2,1.0,0.497970120279021
18,1,22,11.361267210272274,0,0,0.6218636730405793,1,1.0,0.6609318365202896
19,1,22,9.337487435449306,0,0,0.6352521064271393,1,1.0,0.7343886585349266
20,1,22,7.356336160471571,0,0,0.6099905565219372,1,1.0,0.7532445700001139
21,1,22,7.229221839289474,0,1,0.640643783981537,0,1.0,0.8203218919907684
22,1,22,6.548832678972114,0,1,0.5868342133210838,0,1.0,0.9917713833256772
23,1,22,3.306836806639569,0,1,0.37778408744781433,0,1.0,0.861115054654884
0,2,23,2.3476160762541314,0,1,0.3149316572927654,0,1.0,0.8875788686726167
1,2,23,1.0,0,1,0.2697088280071969,0,1.0,0.8570534589048581
2,2,23,4.300374827754484,0,1,0.2134129766532096,0,1.0,0.8190537592409165
3,2,23,2.110766068298896,0,1,0.27347113939336265,0,1.0,0.8595930190905199
4,2,23,6.259898422177979,0,0,0.5387975719550325,0,1.0,1.038688361069647
5,2,23,8.323355980856654,0,0,0.7255577422171989,1,1.0,0.8909735888857493
6,2,23,9.631512859309801,0,0,0.6842146089937496,0,1.0,1.0526341306210933
7,2,23,10.927301922467342,0,0,0.4940936478043022,1,1.0,0.6567515062923663
8,2,23,11.360029172127776,0,0,0.723958621332634,1,1.0,0.711979310666317
9,2,23,13.864612671828366,0,0,0.5436140588919213,1,1.0,0.6218070294459606
10,2,23,16.228680546754752,0,0,1.0,2,1.0,0.7
11,2,23,16.291478631462475,0,0,0.7591616223199018,2,1.0,0.579580811159951
12,2,23,16.743690254212485,0,0,0.801621363248461,2,1.0,0.6008106816242305
13,2,23,14.434842908876313,0,0,0.9050378931017957,2,1.0,0.6525189465508978
14,2,23,13.357051230021138,0,0,1.0,2,1.0,0.7
15,2,23,13.267357394592723,0,0,0.7598734263974052,2,1.0,0.5799367131987025
16,2,23,12.206228539861781,0,0,0.6724256564597955,2,1.0,0.5362128282298977
17,2,23,11.797609416659162,0,0,0.5447038521442684,2,1.0,0.4723519260721342
18,2,23,7.458038997858268,0,0,0.9214919178109618,2,1.0,0.6607459589054809
19,2,23,9.127139676418576,0,0,0.651193571307033,1,1.0,0.7431564642188683
20,2,23,5.992495728994099,0,0,0.954202900577278,1,1.0,0.9511666678319347
21,2,23,4.480981870506383,0,0,0.6511879014843834,1,1.0,0.6755939507421918
22,2,23,2.9422468296062885,0,0,0.45621868271396065,1,1.0,0.7226366766962254
23,2,23,1.7000919979729066,0,0,0.3407065281679419,0,1.0,0.8379415801049637
0,3,24,5.734405134911549,0,0,0.49199307207084003,0,1.0,1.007095323647817
1,3,24,5.188997560403628,0,0,0.3928918326825352,0,1.0,0.9402019870607112
2,3,24,4.425121228501949,0,0,0.4193547956540255,0,1.0,0.9580644870664673
3,3,24,5.373515091766734,0,0,0.5787001714211165,0,1.0,1.0656226157092537
4,3,24,7.575449851659506,0,0,0.2769059082148152,0,1.0,0.8619114880450003
5,3,24,11.027341805623903,0,0,0.5963414604031161,0,1.0,0.9977134127519474
6,3,24,10.65164319958603,0,0,0.6634587957571356,0,1.0,1.0396617473482097
7,3,24,10.961005868446653,0,0,0.9459347602919542,1,1.0,0.905264118160575
8,3,24,13.66549148686369,0,0,0.5302178461698117,1,1.0,0.6151089230849058
9,3,24,14.881151668321248,0,0,0.9441382119980292,1,1.0,0.8220691059990146
10,3,24,13.410500330714697,0,0,1.0,2,1.0,0.7
11,3,24,16.652494642166236,0,0,0.9283559472640095,2,1.0,0.6641779736320048
12,3,24,16.680300020740958,0,0,0.8011374023119685,2,1.0,0.6005687011559843
13,3,24,17.402995873497463,0,0,1.0,2,1.0,0.7
14,3,24,17.956343068601612,0,0,0.6034659423713341,2,1.0,0.5017329711856671
15,3,24,16.280440267616676,0,0,0.4568529231429124,2,1.0,0.42842646157145625
16,3,24,13.642345860394805,0,0,0.6901023330696547,2,1.0,0.5450511665348274
17,3,24,11.357622912823091,0,0,0.8936621794738407,2,1.0,0.6468310897369204
18,3,24,13.484594354199494,0,0,0.8663563533490597,2,1.0,0.6331781766745299
19,3,24,9.417538714348998,0,0,0.7811935176252731,1,1.0,0.8146564346939003
20,3,24,7.925163842862583,0,0,0.8323344311328336,1,1.0,0.8810922979013792
21,3,24,6.644468776720348,0,0,0.7269840174431687,1,1.0,0.7134920087215844
22,3,24,3.5689060907693535,1,0,0.2396699488729908,0,1.0,0.7747937180456194
23,3,24,1.5000936237347422,1,0,0.2517633576707386,0,1.0,0.7823520985442117
0,4,25,3.13967089694132,1,0,0.2753378233645617,0,1.0,0.8608530307710793
1,4,25,3.7265066493776025,1,0,0.2,0,1.0,0.8100000000000002
2,4,25,3.140352141310167,1,0,0.23175338994551067,0,1.0,0.8314335382132197
3,4,25,4.812429458281608,1,0,0.2,0,1.0,0.8100000000000002
4,4,25,4.745908341879931,1,0,0.2658438038440781,0,1.0,0.8544445675947528
5,4,25,8.438267690649548,1,0,0.28204385287389544,0,1.0,0.8012774080461846
6,4,25,8.97090854770077,1,0,0.28379348075792926,0,1.0,0.8023709254737057
7,4,25,10.933854764457802,1,0,0.5671902320929337,0,1.0,0.8619546276511136
8,4,25,12.57087537102672,0,0,0.5916077336461831,1,1.0,0.6458038668230917
9,4,25,17.555992718461475,0,0,0.9117250788895814,1,1.0,0.8058625394447907
10,4,25,18.66408279462399,0,0,0.828721893352494,2,1.0,0.614360946676247
11,4,25,15.944009904745991,0,0,0.9780931132433206,2,1.0,0.6890465566216604
12,4,25,17.87915758533938,0,0,1.0,2,1.0,0.7
13,4,25,17.64595927115835,0,0,0.7111574676152682,2,1.0,0.5555787338076341
14,4,25,16.01048590740854,0,0,0.5207809570462199,2,1.0,0.46039047852310994
15,4,25,12.375514613421577,1,0,0.2948087426447964,2,1.0,0.3474043713223982
16,4,25,10.228033089261894,1,0,0.3459398174354638,1,1.0,0.522969908717732
17,4,25,11.584656071221843,1,0,0.40612944368987364,1,1.0,0.5530647218449368
18,4,25,8.626258440605312,1,0,0.35962145851247107,1,1.0,0.5298107292562355
19,4,25,8.965717620578843,1,0,0.502537713661392,0,1.0,0.8263957425137657
20,4,25,5.881630555715416,1,0,0.48748341777452125,0,1.0,0.8553029652203497
21,4,25,1.9653052999447231,1,0,0.3471465640602459,0,1.0,0.673573282030123
22,4,25,2.3104424873597242,1,0,0.42450927351371004,0,1.0,0.8903182959460687
23,4,25,3.446053352760007,1,0,0.3165685852609913,0,1.0,0.8228553657881197
0,5,26,1.0,1,0,0.2674544983654699,0,1.0,0.8555317863966924
1,5,26,4.615456317593372,0,0,0.503928499539108,0,1.0,1.015151737188898
2,5,26,4.261535024290628,0,0,0.4872062209347249,0,1.0,1.0038641991309394
3,5,26,5.080551350486512,0,0,0.5133891649977624,0,1.0,1.0215376863734895
4,5,26,7.408972813358886,0,0,0.42367069196066975,0,1.0,0.960977717073452
5,5,26,6.109996090500094,0,1,0.2683860222212829,0,1.0,0.7927412638883019
6,5,26,7.11249514794857,0,1,0.37216098810267834,0,1.0,0.8576006175641739
7,5,26,11.376905292155088,0,1,0.4369134165904532,0,1.0,0.7903023791247494
8,5,26,10.227402522181045,0,1,0.3910276930726873,0,1.0,0.6955138465363437
9,5,26,11.93565270478801,0,1,0.34091592472651916,0,1.0,0.6704579623632596
10,5,26,15.48726652583041,0,0,0.6298044435361172,2,1.0,0.5149022217680586
11,5,26,15.184021363575814,0,0,0.6215308034857516,2,1.0,0.5107654017428758
12,5,26,16.024145867397515,0,0,0.824284234852212,2,1.0,0.612142117426106
13,5,26,14.242454226504503,0,0,0.9363093191591687,2,1.0,0.6681546595795844
14,5,26,15.818192287068928,0,0,0.979911508277019,2,1.0,0.6899557541385095
15,5,26,13.75575139583169,0,0,0.6473809712697921,2,1.0,0.5236904856348961
16,5,26,12.175289824636355,0,0,0.9112974557852096,2,1.0,0.6556487278926049
17,5,26,12.29993634160741,0,0,0.9381166788906348,2,1.0,0.6690583394453173
18,5,26,8.993669154612636,0,0,0.8656932771035247,2,1.0,0.6328466385517624
19,5,26,6.736637278176711,0,0,0.9326468090979323,2,1.0,0.7329557450038627
20,5,26,5.141383671631493,0,0,0.9947472472632223,1,1.0,0.9744796671763528
21,5,26,3.2434301674442967,1,0,0.26553339181903124,0,1.0,0.6327666959095156
22,5,26,1.0,1,0,0.45380292640900183,0,1.0,0.9086268290056263
23,5,26,2.540891423680253,1,0,0.22420240326991647,0,1.0,0.7651265020436979
0,6,27,1.1038136443337923,1,0,0.2,0,1.0,0.8100000000000002
1,6,27,6.448377547788762,1,0,0.2449420596546854,0,1.0,0.8403358902669127
2,6,27,5.222584398038202,1,0,0.2,0,1.0,0.8100000000000002
3,6,27,3.5404513471439625,1,0,0.21939547424195774,0,1.0,0.8230919451133215
4,6,27,4.536062789541652,1,0,0.26044209724191686,0,1.0,0.8507984156382941
5,6,27,7.640792547731142,1,0,0.2,0,1.0,0.7500000000000001
6,6,27,9.334827542109283,1,0,0.3460943503680935,0,1.0,0.8413089689800585
7,6,27,13.056089603532545,0,1,0.31865921564039795,0,1.0,0.7252625686022188
8,6,27,13.628403107165504,0,1,0.40268591119227354,0,1.0,0.7013429555961368
9,6,27,15.007233974063283,0,1,0.39693845353038093,0,1.0,0.6984692267651904
10,6,27,16.465582103457038,0,1,0.5218486520960287,0,1.0,0.7609243260480143
11,6,27,16.224400149381673,0,1,0.571971503804531,0,1.0,0.7859857519022655
12,6,27,16.521357716441067,0,1,0.6761023800950999,0,1.0,0.83805119004755
13,6,27,16.836782601769126,0,0,0.8343287835973858,2,1.0,0.6171643917986929
14,6,27,16.599363037292264,0,0,0.738987384025155,2,1.0,0.5694936920125775
15,6,27,17.737300817833344,0,0,0.7225951108489896,2,1.0,0.5612975554244948
16,6,27,15.922261474819285,0,0,0.8515505843269661,2,1.0,0.625775292163483
17,6,27,14.12032697095379,0,0,0.8576483109279499,2,1.0,0.628824155463975
18,6,27,7.78758500582001,1,0,0.4542848490116866,1,1.0,0.5771424245058433
19,6,27,9.512827813654962,1,0,0.2764754380285564,1,1.0,0.5370614909157061
20,6,27,5.021115996449955,1,0,0.39863112892699165,0,1.0,0.8042128991330202
21,6,27,4.015082676361807,1,0,0.3054887537809225,0,1.0,0.6527443768904613
22,6,27,4.448932340839526,1,0,0.4188157823771422,0,1.0,0.8867598639857138
23,6,27,3.5947577776277893,1,0,0.22540540992696947,0,1.0,0.7658783812043559
0,0,28,5.206975375876862,0,0,0.514382445731339,0,1.0,1.0222081508686538
1,0,28,3.30058405819014,0,0,0.3888146136998237,0,1.0,0.9374498642473812
2,0,28,6.6317258347814025,0,0,0.25287723705606346,0,1.0,0.8456921350128429
